93|93|Name the capital of Utah.|Salt Lake City|5|Capitals
97|97|Name the capital of West Virginia.|Charleston|15|Capitals
99|99|Name the capital of Wyoming.|Cheyenne|10|Capitals
1|1|Name the capital of Argentina.|Buenos Aires|15|Capitals
79|79|Name the capital of New Hampshire.|Concord|15|Capitals
87|87|Name the capital of Pennsylvania.|Harrisburg|20|Capitals
89|89|Name the capital of South Carolina.|Columbia|15|Capitals
3|3|Name the capital of Colombia.|Bogota'|15|Capitals
53|53|Name the capital of Arizona.|Phoenix|5|Capitals
6|6|Name the capital of Honduras.|Tegucigalpa|20|Capitals
54|54|Name the capital of Arkansas.|Little Rock|15|Capitals
8|8|Name the capital of Belize.|Belmopan|15|Capitals
55|55|Name the capital of California.|Sacramento|15|Capitals
56|56|Name the capital of Colorado.|Denver|5|Capitals
9|9|Name the capital of The Bahamas.|Nassau|15|Capitals
90|90|Name the capital of South Dakota.|Pierre|15|Capitals
10|10|Name the capital of Jamaica.|Kingston|10|Capitals
95|95|Name the capital of Virginia.|Richmond|10|Capitals
11|11|Name the capital of Saint Lucia.|Castries|15|Capitals
57|57|Name the capital of Connecticut.|Hartford|15|Capitals
13|13|Name the capital of Netherlands.|Amsterdam|5|Capitals
59|59|Name the capital of Florida.|Tallahassee|10|Capitals
14|14|Name the capital of Switzerland.|Bern|5|Capitals
15|15|Name the capital of Belgium.|Brussels|10|Capitals
64|64|Name the capital of Indiana.|Indianapolis|5|Capitals
16|16|Name the capital of Hungary.|Budapest|10|Capitals
67|67|Name the capital of Kentucky.|Frankfort|15|Capitals
18|18|Name the capital of Portugal.|Lisbon|10|Capitals
68|68|Name the capital of Louisiana.|Baton Rouge|10|Capitals
19|19|Name the capital of Slovenia.|Ljubljana|20|Capitals
70|70|Name the capital of Maryland.|Annapolis|10|Capitals
72|72|Name the capital of Michigan.|Lansing|15|Capitals
21|21|Name the capital of Spain.|Madrid|5|Capitals
74|74|Name the capital of Mississippi.|Jackson|10|Capitals
22|22|Name the capital of Belarus.|Minsk|10|Capitals
34|34|Name the capital of Poland.|Warsaw|10|Capitals
47|47|Name the capital of South Korea.|Seoul|10|Capitals
75|75|Name the capital of Missouri.|Jefferson City|15|Capitals
76|76|Name the capital of Montana.|Helena|15|Capitals
23|23|Name the capital of Cyprus.|Nicosia|15|Capitals
78|78|Name the capital of Nevada.|Carson City|15|Capitals
80|80|Name the capital of New Jersey.|Trenton|10|Capitals
81|81|Name the capital of New Mexico.|Santa Fe|20|Capitals
29|29|Name the capital of Sweden.|Stockholm|10|Capitals
91|91|Name the capital of Tennessee.|Nashville|5|Capitals
31|31|Name the capital of Albania.|Tirana|15|Capitals
94|94|Name the capital of Vermont.|Montpelier|10|Capitals
96|96|Name the capital of Washington.|Olympia|15|Capitals
98|98|Name the capital of Wisconsin.|Madison|5|Capitals
39|39|Name the capital of Sri Lanka.|Colombo Kotte|20|Capitals
44|44|Name the capital of Philippines.|Manila|10|Capitals
46|46|Name the capital of Cambodia.|Phnom Penh|20|Capitals
49|49|Name the capital of Mongolia.|Ulaanbaatar|20|Capitals
1|1|Words that name an object that occupies space or can be recognized by any of the senses are called what?|Concrete nouns|10|English
2|2|Is the following group of words a phrase or a clause? Humans have unique fingerprints, even for identical twins.|clause|10|English
3|3|How is the word Tommy used in the following sentence?  Give Tommy your homework to correct.|Indirect Object|10|English
4|4|What does the abbreviation i.e. mean?|That is|5|English
5|5|What point of view is given in the following passage? "You have brains in your head. You have feet in your shoes. You can steer yourself any direction you choose. You`re on your own. And you know what you know. And YOU are the guy who`ll decide where to go."|Second person point of view|5|English
6|6|The following sentence is an example of what figure of speech?  Her eyes were diamonds of blue lighting up her whole face.|Metaphor|15|English
7|7|What part of a letter is represented by:  Sincerely, Yours truly, or Best wishes?|Closing|5|English
8|8|The following sentence is an example of what figure of speech?  The bee buzzed around my head.|Onomatopoeia|15|English
9|9|What is the plural of `ox` (the animal)?|Oxen|10|English
10|10|What do the prefixes il- and un- mean?|Not|5|English
11|11|What is the adjective clause in the following sentence? Mom hopes I will marry a woman who can cook.|who can cook|10|English
12|12|Name the type of verbs that have the same subject and direct object.  Example: He laughed himself into a coughing fit.|Reflexive|15|English
13|13|What term best describes this group of words? âust when we were least expecting it.|Sentence fragment|10|English
14|14|There are four answers to this question: Spell â´oâ correctly in the following sentence.  I`m to hot to help you carry to suitcases to the bus station.|Too, to, two, to|10|English
16|16|Identify the words that need to be capitalized the following sentence:  we went to akron, ohio to visit the football hall of fame.|We, Akron, Ohio, Football, Hall, Fame|20|English
17|17|Name the conjunction in this sentence.  âhe puppy was cute, but too little.|but|15|English
18|18|The use of exaggeration for emphasis or effect, usually humorous, as in the following sentence is called what?  I told you a million times not to exaggerate in your writing.|Hyperbole|20|English
20|20|There are three answers to this question: There are five elements of plot.  Name three of the five elements of plot.|Exposition, rising action, climax, falling action, resolution|10|English
21|21|What is the best punctuation after `company`(in the middle of this sentence)? Some people may refer to us as a managed care company but we are really a health and well-being company.|, or comma|10|English
22|22|In the following sentence, what part of speech is the word very? âhe worked very quickly.|Adverb|5|English
23|23|In the following sentence, what part of speech is the word which?  â`m still deciding on which coat I should wear.|Adjective|10|English
24|24|Is, am, was, will be, and have been are all different tenses of what verb?|Be|5|English
25|25|What is the prepositional phrase in the following sentence? Aaron and Zach were among the finalists.|Among the finalists|10|English
26|26|What is a verb form called that usually begins with the word "to" followed by a verb.  This is used as a noun, an adjective, or an adverb. (Ex.: to doze)|Infinitive|10|English
27|27|The following words are examples of what part of speech?  In, with, for, on, to, at, around, between, under, through|Preposition|10|English
28|28|Name the verb form that can function as an adjective.|Participle|10|English
29|29|What is the best punctuation after health plans? UnitedHealthcare was once a grouping of local health plans now it is a national organization.|semi-colon or ;|5|English
30|30|There are two answers to this question:  First, what voice is the verb in when the subject of the sentence is acted upon instead of performing the action of the sentence?  Second, what voice does an action verb have when the subject of the sentence performs the action?|Passive, Active    or    Passive Voice, Active Voice|10|English
31|31|Name a common salutation for a business letter.|Dear Sir, Dear Madam, Gentlemen, OR To Whom It May Concern|10|English
32|32|What is the correct possessive pronoun to use in this sentence? "The dog ran over to ______ food bowl."|Its|15|English
33|33|What are the symbols called that are added to letters of the alphabet to indicate different pronunciation than the letters are usually given.|Diacritical marks|15|English
34|34|Name the part of speech that takes the place of a noun.|Pronoun|10|English
35|35|The, a, and an are a special group of adjectives called what?|Articles|10|English
36|36|What is the grammatical mistake in the following sentence called?  I wanted to vigorously shake his hand.|Split infinitive|10|English
37|37|What form is the most common way of showing possession?|â³ OR apostrophe s|5|English
38|38|When wanting to refer to something at the bottom of the page or something you want to comment on in your writing what symbol should be used?|Asterisk|5|English
39|39|A noun that names a definite and particular person, place, or thing is what type of noun?|Proper|10|English
40|40|Name the part of speech which shows action or a state of being.|Verb|5|English
41|41|What are words or phrases that are spelled the same backwards as forwards?  Examples of words include: mom, dad, radar, or racecar.  Examples of phrases include: Madam, Iâ­ Adam or Go Hang a Salami! I'm a Lasagna Hog!|Palindrome|10|English
43|43|What are words called whose meaning is opposite to that of another word?  Examples include: in and out; open and close; left and right.|Antonyms|10|English
44|44|What are words called whose meaning is the same or nearly the same to that of another word?  Examples include: large and big; little and small.|Synonyms|10|English
45|45|There are five parts of speech.  Five of the eight parts of speech are noun, pronoun, verb, adverb, and adjective. Name the other three parts of speech.|Preposition, Conjunction, Interjection|20|English
46|46|When it is a part of a quote, does the comma, period, question mark, or exclamation mark go inside or outside of the quotation marks?|Inside|5|English
47|47|A part of a sentence that answers the question "What?" or "Whom?" after an action verb is called what?|Direct object|10|English
48|48|Two or more simple subjects that are joined by a conjunction and have the same verb are known as what?|Compound subjects|10|English
49|49|What might a writer use to show omission of unnecessary words or to show a break in his/her thoughts?|Ellipsis|10|English
50|50|What punctuation marks should be used in place of commas to set off a phrase in the middle of a sentence for emphasis.|Dashes or hyphens|5|English
51|51|Name the complete predicate in the following sentence: My sister Nora sang a lullaby.|Sang a lullaby|15|English
52|52|What are words or phrases called where the order of the sounds are mixed up?  Examples include:  Flutterby meaning butterfly, ossifer meaning officer, goys and birls meaning boys and girls, and keys and parrots meaning peas and carrots.|Spoonerisms|15|English
53|53|What do you use when you judge the meaning of words in a text?|critical reading skills|15|English
54|54|There are two answers to this question:  What is the meaning of and what part of speech is the word â¡ped" in the following sentence?  âhe toddler aped every move of her older sister.|Imitate or Mimic, Verb|20|English
55|55|When writing, how are the following words or phrases used:  finally, first, for example, meanwhile, then, and most importantly?|Transition words    or    Transition phrases|15|English
56|56|Words such as: Oh!, Hey!, Gee!, and Ouch!, that are used to express emotion or strong feelings are known as what?|Interjections|10|English
57|57|Use the appropriate forms of the word `dice` in this sentence. Some board games use a single ____, while others use two or more _____.|Die, dice|15|English
58|58|This is a word or group of words that gives more information about the subject. It is usually set apart from the rest of the sentence by commas.|Appositive|10|English
59|59|What is the use of the word â³wimmingâ in the following sentence?  The young child will be taking swimming classes this summer.|Participle or adjective|15|English
60|60|Which verb agrees with the subject in the following sentence? Romeo and Juliet (is, are) required reading in the tenth grade.|Is|5|English
61|61|The rules governing speech and writing are called what?|Grammar|15|English
62|62|The following sentence is an example of what figure of speech?  Her eyes shone like diamonds.|Simile|15|English
63|63|What tense is the verb in the following sentence?  He is having a hard time completing the assignment.|Present Perfect|15|English
64|64|Spell "its" in the following sentence: Its obvious that the dog likes its bone.|It`s, its|5|English
65|65|List the pronouns in the following sentence: She told me herself that he would be there.      |She, me, herself, he|15|English
66|66|What is the best way to improve your vocabulary?|Reading|15|English
67|67|Spell "there" correctly in this sentence. There the girls who met there mother over there.|They`re, their, there|10|English
68|68|What is the implied meaning of this idiom? The lesson was over my head.|I didnâ´ understand|10|English
69|69|The pilcrow symbol looks like a backwards P. What unit of text does it usually introduce?|A paragraph|5|English
70|70|What term refers to replacing a disagreeable or possibly offensive term or phrase with a more agreeable one?|Euphemism|5|English
71|71|The following sentence is an example of what kind of figurative language?  The big boy bagged a bull moose when he went hunting last week.|Alliteration|5|English
72|72|What type of composition would you be writing if you wrote about the day you learned to ride a bike?|Narrative|5|English
73|73|What type of writing states a clear position, includes relevant information and offers compelling evidence in the form of facts and details?|A persuasive piece|10|English
74|74|What is it called when a name is spelled backwards and is used as a pseudonym?  Oprah Winfrey uses her first name as one of these for the name of her production company --Harpo.|Ananym|15|English
75|75|What term describes the following literary devices; alliteration, hyperbole, idiom, imagery, metaphor, onomatopoeia, personification, and simile?|Figurative Language|10|English
76|76|There are two answers to this question:  Spell "your" correctly in the following sentence:  Your doing a good job on your report.|You`re, your|10|English
77|77|There are two answers to this question: First, what term refers to one or more letters added to the beginning of a word that changes its meaning or function?  Second,  what term refers to one or more letters added at the end of a word that changes its meaning or function?|Prefix, Suffix|10|English
78|78|What is the term that describes two seemingly contradictory words that are used together, such as: jumbo shrimp, civil war, pretty ugly, alone together, exact estimate, genuine imitation, and freezer burn?|Oxymoron|10|English
79|79|What is the term for a word that is formed by combining the beginning letters of a phrase, such as scuba (self-contained underwater breathing apparatus) and snafu (situation normal, all fouled up)?|Acronym|10|English
80|80|What is the name of the symbol that means "and", as in New York & Company, Proctor & Gamble, Crosby, Stills, Nash, & Young, or Abercrombie & Fitch?|Ampersand|10|English
81|81|Which pronoun is best? Let`s just keep this little secret between you and (I, me, myself).|Me|15|English
82|82|What is the term that describes a much used expression that has lost its freshness and descriptive power, such as" just the tip of the iceberg", "to fall on deaf ears," and "to make a mountain out of a molehill"?|ClichÃ©|10|English
83|83|What should you take the time to do when you are finished writing an essay or filling out an application form to check for errors?|Proofread|10|English
84|84|What are the two reasons that apostrophes are used?|For contractions and possessions|10|English
85|85|What term means to needlessly repeat the meaning of other words or phrases, such as: old antique, return back, nice compliment, and proven fact?|Redundant|5|English
86|86|These are prompts to help remember information, and can range from the little ditty we dutifully memorized about Columbus to rearranging information.|Mnemonics|5|English
87|87|What type of composition would you be writing if you wrote about how to use a fire extinguisher?|Expository|5|English
88|88|Any news story should contain factual answers to the 5-W questions. What are the 5-W questions?|Who, What, Where, When, Why|5|English
89|89|What do we call the word that a pronoun stands for or replaces?  The word comes from Latin words that mean â§oing before.|Antecedent|10|English
90|90|What do we call a list of the sources used in a report?  It is arranged alphabetically by the authorsâ last names on a separate page following the text.|Bibliography|5|English
91|91|What do we call the grammatical arrangement of words, showing their connection and relation?|Syntax|20|English
92|92|The pronouns this, that, these, and those are referred to by what name?|Demonstrative pronouns    or Demonstrative|20|English
93|93|What do we call an expression whose meaning must be learned because the words do not have their usual meanings?  Examples include: to  â¢reak the iceâ¬ â«ick the bucketâ¬ and â´hrow in the towelâ®|Idiom|20|English
94|94|What is significant about this sentence:  "The quick brown fox jumps over the lazy dog."?|Uses all the letters of the alphabet|15|English
95|95|Fill in the missing figure of speech in the following sentence. The operation of a computer presents an interesting _________ to the working of the brain.|Analogy|10|English
96|96|List the abstract nouns in the following sentence: The safety of the passengers is the concern of the pilot and the airline.|Safety, concern|20|English
97|97|What term refers to the figure of speech in which an inanimate object has humanlike qualities, characteristics, and abilities?  An example of this figure of speech is expressed in the following line by Emily Dickinson: âecause I could not stop for Death, He kindly stopped for me---"|Personification|15|English
98|98|Two people speaking is the smallest unit of communication? This is referred to by what term?|A dyad|5|English
99|99|Name the Latin word that, when in brackets, means â©ntentionally so writtenâ®  It is used in newspapers and magazines after a word or a passage to indicate that it is intended exactly as printed and is not a misprint.|Sic|10|English
15|15|When advertising, marketers often use words that are made up or assigned a new meaning.  A few examples are blogosphere, ginornmous, sassafraction, and flustrated.  What are these words called that are made up or assigned a new meaning?|Neologisms|20|English
19|19|There are two answers to this question: Spell "where" correctly in the following sentence: Where do you plan to wear that new dress you bought last weekend?|Where, wear|15|English
42|42|What are words called that sound the same but are spelled differently and have different meanings?  Examples include: pair, pare, pear or whale, wail or do, due, dew or I`ll, aisle, isle.|Homonyms     or     homophones|10|English
1|1|The volume of water in this river is greater than the next eight largest rivers in the world combined and three times the flow of all rivers in the United States. Name this river.|Amazon River|5|Geography
2|2|What is the name used for water that is safe enough to be consumed by humans or used with low risk of immediate or long term harm?  In most developed countries, it is the water supplied to households, commerce and industry that meets drinking water standards.|Potable (water)|10|Geography
3|3|There are two answers to this question:  First, this imaginary line is 23.5 degrees north of the Equator and in June the sun is directly over it.  Second, this imaginary line is 23.5 degrees south of the Equator and passes through Australia and Argentina and in December the sun is directly over it.|Tropic of Cancer, Tropic of Capricorn|15|Geography
4|4|With an area of 3,132,000 square miles what is the smallest continent in the world?  |Australia|10|Geography
5|5|With a length of 1,144,800  miles, what is the longest sea in the world?|The Mediterranean Sea|10|Geography
6|6|Comprised of a naturally occurring gas, this part of the stratosphere helps absorb harmful ultra-violet (UV) rays.  There is a growing concern that its depletion is leading to global warming.|The Ozone Layer|10|Geography
7|7|The movement of people from rural areas to towns and cities is known as what?|Urbanization|10|Geography
8|8|The axial tilt of the Earth gives us the four seasons; Spring, Summer, Autumn and Winter. While the Northern hemisphere is enjoying Spring, the Southern hemisphere is having Autumn. What is the axial tilt of the Earth?|23.5 degrees|5|Geography
9|9|This includes snow and glaciers on high mountains, sea ice, and the huge ice caps that cover the landmasses of Greenland and the Antarctic.|The Cryosphere|5|Geography
11|11|What striking South Dakota landscape boasts a maze of buttes, canyons, pinnacles and spires? Skeletons of three-toed horses and saber-toothed cats are among the many fossilized species found here. The wall formation stretches 60 miles, revealing sedimentary rock layers exposed by eons of erosion. A number of overlooks show off panoramic vistas where the surrounding grassland takes hold.|The Badlands (National Park)|10|Geography
12|12|Earthquakes are caused by movements of the giant tectonic plates that form Earth`s crust. What is the study of earthquakes?|Seismology|10|Geography
13|13|Located in the south of the Russian region of Siberia it is a rift formed lake. It has the largest surface area of any freshwater lake in Asia and is the deepest lake in the world. Its age is estimated at 25â³0 million years, making it one of the most ancient lakes in geological history|Lake Baikal|20|Geography
14|14|Located southeast of the Malay Peninsula and southwest of the Philippines, this island is primarily mountainous, with dense areas of rain forest. An abundance of rainfall has created flora that is among the most diverse in the world. Covering an area of roughly 287,000 square miles, what is the third-largest island in the world?|Borneo|10|Geography
15|15|There are two answers to this question: First, on a map, what tells the meaning of each symbol used on a map and is the key to reading the information on a map?  Second, what tells what a unit represents in terms of actual distance?|The Legend, The Scale|10|Geography
16|16|What is the name for a series of huge waves that are a result of an undersea disturbance, earthquake, or volcano?  These waves can reach speeds of 450 mph, grow to a great height as they approach shallow waters, and slam into the shore.|Tsunamis|10|Geography
17|17|The Yellow Sea lies between China and which other country?|South Korea|10|Geography
19|19|This is the only city in the world located on two continents. Name the city and country.|Istanbul, Turkey|10|Geography
20|20|This is the longest mountain range on land. It was formed along the western margin of South America where two tectonic plates collided. The mountains are still rising by about 4 inches every century.|The Andes|10|Geography
21|21|Although this mountain is positioned close to the Equator, it is famous as Africa`s snow-capped mountain looming over the plains of the savannah.  It is currently an inactive strato-volcano in northern Tanzania, near the border with Kenya.  At 19,340 feet above sea level, what is Africa`s highest peak and the world`s highest free-standing mountain?|Mount Kilimanjaro|15|Geography
22|22|Located in North Africa and growing bigger each day, name the worldâ³ largest desert.|The Sahara|5|Geography
24|24|Name the desert located in Chile and Peru that is considered the driest desert in the world.  Rainfall there is so minimal, if at all, that it is not even measurable.|Atacama Desert|20|Geography
25|25|Name the large mountain system located in South-Central Europe that is known for its scenic beauty, winter sports, and tourism.|The Alps|10|Geography
27|27|Name the largest known impact crater on the Earth. It is in Africa and is 186 miles in diameter. It is estimated that the meteor impacted some two billion years ago!|The Vredefort crater|15|Geography
28|28|Opened in 1869 and 105 miles long, what mid-east canal connects the Red Sea to the Mediterranean Sea?|The Suez Canal|5|Geography
30|30|These are the chemicals, used to make refrigerators and aerosol sprays, which destroy the ozone layer that protects us from harmful sunlight.|CFCs (short for chlorofluorocarbons)|10|Geography
31|31|This waterway is 1,100 miles in length and is considered the world`s longest man-made waterway.  It was built to enable successive Chinese regimes to transport surplus grain from the agriculturally rich Yangtze and Huai river valleys to feed the capital cities and large standing armies in northern China.  What is the name of the series of waterways in eastern and northern China that link Hangzhou in Zhejiang province with Beijing?|The Grand Canal: (Beijing-Hangzhou Canal)|10|Geography
32|32|Located at the borders of the Pacific Plate and other major tectonic plates, by what name is the Pacific Rim Plate more commonly known?|The Ring of Fire|5|Geography
33|33|Opened in 1914, what Central American Canal connects the Atlantic Ocean with the Pacific Ocean?|The Panama Canal|10|Geography
34|34|This desert covers an arid expanse of about 190,000 square miles and is bordered by the Sierra Nevada Range on the west and the Rocky Mountains on the east, the Columbia Plateau to the north and the Mojave and Sonoran deserts to the south. Name this desert, which is the largest in the United States.|The Great Basin Desert|10|Geography
35|35|The Adirondack Mountains in northern New York State are part of what mountain chain?|The Appalachian Mountains|10|Geography
36|36|It is located in the northern Mojave Desert of southern California. It became the location of the hottest temperature ever recorded in the United States (and the second hottest ever recorded in the world) with a temperature of 134Â°F. The area usually receives less than 2 inches of rain each year. Ironically, during the late Pleistocene period, it was submerged beneath a prehistoric lake!|Death Valley|10|Geography
37|37|What is the world`s largest island country (Island nation with the largest total land area of all its islands)? It has a total land area with 735,358 square miles.|Indonesia|10|Geography
38|38|This is the worldâ³ smallest country in terms of both population and total square miles.  Boasting a population of approximately 850 total people, the entire country is the size of less than Â½ of a square mile and it fits within the Italian capital city of Rome.  It is the center of the Catholic Church and is home to the biggest church in the world â St. Peter's Basilica.|Vatican City|15|Geography
39|39|These are regions of the Earth`s crust where tectonic plates meet. The more massive plate, normally a continental, will force the other plate, an oceanic plate, down beneath it. They have key characteristics that help geologists and seismologists identify them; mountain formation, volcanic activity, and deep marine trenches. Monitoring these areas can help warn people living near them of imminent events including the possibility of ash clouds or tsunamis.|A Subduction zone|10|Geography
40|40|Name the four (4) oceans of the world.|Atlantic, Pacific, Indian, Arctic|10|Geography
41|41|Name the lowest point on the Earth`s surface bounded by land.  It is about 1,300 feet below sea level at the water`s surface. This body of water has no outflow and as water evaporates, minerals are left behind so that it now has 25% salt content.|The Dead Sea|5|Geography
42|42|What is the science of vital and social statistics, which includes: births, deaths, diseases, marriages, etc., of population?|Demography|10|Geography
43|43|Which Canadian province produces more than half of the country's manufactured goods?|Ontario|10|Geography
44|44|What is the largest island in the United States at 4,037 square miles?|The `Big` island of Hawaii|10|Geography
45|45|What mountains form the dividing line between the continents of Europe and Asia?|The Ural Mountains|10|Geography
46|46|Located off the southern coast of the United States and encompassing 700,000 square miles, name the worldâ³ largest gulf.|The Gulf of Mexico|5|Geography
47|47|These are shaped like bowls, with sides higher than the bottom and can be oval or circular.  Some are filled with water; others are empty. They are formed by forces above the ground (like erosion) or below the ground (like earthquakes). They can be created over thousands of years or almost overnight. The Pacific Ocean is the largest and oldest of these in the world.|A basin|5|Geography
48|48|What is the name for a forest that is made up of trees that lose their leaves during part of the year?|Deciduous forest|10|Geography
49|49|According to scientists there have been at least how many major ice ages in the Earth`s past? Outside these ages, the Earth seems to have been ice-free even in high latitudes.|Five|10|Geography
50|50|Name the ocean depression that got its name from a British survey ship, which pinpointed the deep water off the Marianas Islands in 1951. The U.S. Navy touched bottom at 35,838 ft./10,923m. That means, while at the bottom, there were almost seven miles/11km of water over their heads! If you cut Mount Everest off at sea level and put it on the ocean bottom in this depression, there would still be over a mile of water over the top of it.|The Challenger Deep|10|Geography
51|51|Name the region of the Atlantic Ocean where a number of aircraft and surface vessels have disappeared.  Some of these disappearances have been attributed to the paranormal, a suspension of the laws of physics, or activity by extraterrestrial beings by popular culture.|The Bermuda Triangle|15|Geography
52|52|North, south, east, and west are referred to as the four what?|Cardinal Directions|10|Geography
53|53|What is any smaller stream or river that flows into a larger stream or river called?|Tributary|10|Geography
54|54|Name the largest layer of the Earth, by volume, that is located between the core and crust and contains convection currents, which move tectonic plates.|Mantle|5|Geography
55|55|Name the type of agriculture most widely used around the world where food is produced by a family for its own needs.  It is utilized in most third-world countries.|Subsistence farming|15|Geography
56|56|What is the area of land called where all of the water that falls in it and drains off of it goes into the same place?|A watershed|10|Geography
57|57|There are three answers to this question:  Identify the following types of geographic boundaries.  First, this boundary presents obstacles to communication and transport by features such as oceans, rivers, forests, or mountain ranges.  Second, this boundary is formed by lines of latitude or longitude.  Third, this boundary runs along differences in ethnicity, such as language and religion.|Natural, geometric, and cultural|20|Geography
58|58|Lines on a map that show changes in elevation are called what?|Contour lines|10|Geography
59|59|It is the only living organic collective visible from Earth`s orbit. Name the world`s largest coral reef ecosystem that is located off the northeast coast of Australia and is also considered one of the wonders of the natural world.|Great Barrier Reef|10|Geography
61|61|The Aurora Borealis are the spectacular colored lights that appear in the night sky in the far Northern Hemisphere. What are the spectacular colored lights that appear in the sky in the far Southern Hemisphere called?|Aurora Australis|15|Geography
62|62|This ice sheet holds 90% of the world`s fresh water,  is up to 2,000 meters deep in places and covers almost the entire continent. Where is it located?|Antarctica|10|Geography
63|63|This is the collective name for three waterfalls that straddle the international border between Canada and the United States.  The combined falls form the highest flow rate of any waterfall in the world that has a vertical drop of more than 165 feet.  At the present rate of erosion, it is believed this scenic waterfall will meet up with Lake Erie (about 20 miles from their present site) within the next 35,000 years.|Niagara Falls|10|Geography
64|64|This is a demographic term meaning the number of items per unit area, such as persons per/square mile/kilometer.|Density|5|Geography
65|65|What is the name for a wind system in which winds reverse directions and cause seasons of wet and dry weather?|Monsoon|10|Geography
66|66|This is a powerful warm ocean current that is part of the wind-driven Gulf Stream, which goes further east and north from the North American coast across the Atlantic and into the Arctic Ocean.  It is thought to have a considerable warming influence on the climate, especially along the western coast of European countries.|North Atlantic Current, North Atlantic Drift, or North Atlantic Sea Movement|10|Geography
68|68|The Great Lakes are a series of five, interconnected freshwater lakes located primarily in the upper Midwest region of North America, on the Canadaânited States border, which connect to the Atlantic Ocean through the Saint Lawrence River.  Name all five Great Lakes.|Huron, Ontario, Michigan, Erie, Superior|20|Geography
69|69|Each day, parts of the earth`s surface slowly wear away in a process called what?|Erosion|5|Geography
70|70|The collective term for the various gases that surround a planet is what?|Atmosphere|5|Geography
71|71|What is the plateau between the Atlantic coastal plain and the Appalachian Mountains called that includes parts of Virginia, North Carolina, South Carolina, Georgia, and Alabama?|The Piedmont|10|Geography
72|72|Violent storms that form in the Atlantic Ocean are called hurricanes. What are they called in the Pacific Ocean?|Typhoons|5|Geography
73|73|What is the calculation of temperature that takes into consideration the effects of wind and temperature on the human body? This is not the actual air temperature, but what it feels like to the average person.|Wind chill index|10|Geography
74|74|This is the mean solar time of the meridian at the Prime Meridian. What is the name of the time standard based on the rotation of the Earth?|Universal Time|5|Geography
75|75|What are groups called that are considered the original residents of certain areas?|Indigenous Peoples|20|Geography
78|76|This is a type of radar used to locate precipitation, calculate its motion, and estimate its type; rain, snow, hail, etc.   |Doppler weather radar|15|Geography
79|77|This is the study and practice of making maps. Combining science, aesthetics, and technique, it builds on the premise that reality can be modeled in ways that communicate spatial information effectively.|Cartography|10|Geography
80|78|This describes a grassland ecosystem where the trees are small or widely spaced allowing sufficient light to reach the ground to support primarily grasses. It is frequently in a transitional zone between forest and desert or prairie and is characterized by seasonal water availability, with the majority of rainfall confined to one season.    |Savannah|10|Geography
